0.000	0.000	0.000	0.171
0.000	0.000	0.019	0.167
0.000	0.000	0.123	0.171
0.000	0.000	0.131	0.171
0.000	0.000	0.155	0.171
0.000	0.000	0.184	0.171
0.000	0.000	0.208	0.171
0.000	0.000	0.228	0.171
0.000	0.000	0.262	0.171
0.000	0.000	0.276	0.171
0.000	0.000	0.311	0.171
0.000	0.000	0.326	0.176
0.000	0.000	0.361	0.171
0.000	0.000	0.370	0.176
0.000	0.000	0.397	0.176
0.000	0.000	0.402	0.176
0.000	0.000	0.418	0.181
0.000	0.000	0.437	0.171
0.000	0.000	0.452	0.171
0.000	0.000	0.466	0.176
0.000	0.000	0.483	0.176
0.000	0.000	0.497	0.176
0.000	0.000	0.512	0.176
0.000	0.000	0.534	0.181
0.000	0.000	0.569	0.181
0.000	0.000	0.576	0.181
0.000	0.000	0.595	0.181
0.000	0.000	0.617	0.176
0.000	0.000	0.632	0.181
0.000	0.000	0.663	0.186
0.000	0.000	0.673	0.186
0.000	0.000	0.691	0.181
0.000	0.000	0.713	0.181
0.000	0.000	0.729	0.176
0.000	0.000	0.760	0.181
0.000	0.000	0.769	0.176
0.000	0.000	0.786	0.176
0.000	0.000	0.811	0.181
0.000	0.000	0.818	0.181
0.000	0.000	0.853	0.176
0.000	0.000	0.869	0.181
0.000	0.000	0.890	0.171
0.000	0.000	0.901	0.181
0.000	0.000	0.921	0.176
0.000	0.000	0.953	0.171
0.000	0.000	0.961	0.181
0.000	0.000	0.979	0.181
0.000	0.000	1.003	0.176
0.000	0.000	1.019	0.176
0.000	0.000	1.046	0.171
0.000	0.000	1.061	0.176
0.000	0.000	1.081	0.181
0.000	0.000	1.097	0.176
0.000	0.000	1.111	0.181
0.000	0.000	1.129	0.176
0.000	0.000	1.146	0.176
0.000	0.000	1.161	0.176
0.000	0.000	1.184	0.176
0.000	0.000	1.202	0.171
0.000	0.000	1.224	0.176
0.000	0.000	1.256	0.176
0.000	0.000	1.266	0.176
0.000	0.000	1.283	0.171
0.000	0.000	1.306	0.176
0.000	0.000	1.317	0.176
0.000	0.000	1.338	0.181
0.000	0.000	1.349	0.176
0.000	0.000	1.368	0.181
0.000	0.000	1.385	0.176
0.000	0.000	1.401	0.171
0.000	0.000	1.417	0.176
0.000	0.000	1.449	0.181
0.000	0.000	1.457	0.181
0.000	0.000	1.475	0.186
0.000	0.000	1.497	0.176
0.000	0.000	1.521	0.181
