0.000	0.000	80.012	0.142
0.000	0.000	80.037	0.137
0.000	0.000	80.085	0.137
0.000	0.000	80.096	0.137
0.000	0.000	80.119	0.142
0.000	0.000	80.135	0.137
0.000	0.000	80.159	0.142
0.000	0.000	80.177	0.142
0.000	0.000	80.211	0.137
0.000	0.000	80.229	0.142
0.000	0.000	80.255	0.142
0.000	0.000	80.275	0.137
0.000	0.000	80.318	0.142
0.000	0.000	80.336	0.137
0.000	0.000	80.367	0.142
0.000	0.000	80.384	0.137
0.000	0.000	80.427	0.137
0.000	0.000	80.449	0.137
0.000	0.000	80.479	0.137
0.000	0.000	80.498	0.132
0.000	0.000	80.539	0.137
0.000	0.000	80.561	0.137
0.000	0.000	80.591	0.132
0.000	0.000	80.610	0.137
0.000	0.000	80.634	0.137
0.000	0.000	80.651	0.132
0.000	0.000	80.673	0.137
0.000	0.000	80.698	0.132
0.000	0.000	80.723	0.137
0.000	0.000	80.759	0.132
0.000	0.000	80.768	0.137
0.000	0.000	80.792	0.137
0.000	0.000	80.809	0.137
0.000	0.000	80.831	0.137
0.000	0.000	80.849	0.132
0.000	0.000	80.879	0.137
0.000	0.000	80.899	0.132
0.000	0.000	80.926	0.142
0.000	0.000	80.944	0.132
0.000	0.000	80.983	0.137
0.000	0.000	80.991	0.137
0.000	0.000	81.016	0.137
0.000	0.000	81.039	0.142
0.000	0.000	81.058	0.137
0.000	0.000	81.093	0.142
0.000	0.000	81.103	0.147
0.000	0.000	81.128	0.132
0.000	0.000	81.153	0.142
0.000	0.000	81.170	0.142
0.000	0.000	81.203	0.142
0.000	0.000	81.221	0.142
0.000	0.000	81.247	0.142
0.000	0.000	81.265	0.142
0.000	0.000	81.306	0.142
0.000	0.000	81.328	0.142
0.000	0.000	81.357	0.142
0.000	0.000	81.376	0.142
0.000	0.000	81.403	0.147
0.000	0.000	81.424	0.147
0.000	0.000	81.454	0.147
0.000	0.000	81.477	0.147
0.000	0.000	81.503	0.152
0.000	0.000	81.521	0.152
0.000	0.000	81.553	0.147
0.000	0.000	81.570	0.152
0.000	0.000	81.598	0.157
0.000	0.000	81.617	0.157
0.000	0.000	81.652	0.162
0.000	0.000	81.669	0.162
0.000	0.000	81.696	0.167
0.000	0.000	81.713	0.162
0.000	0.000	81.749	0.162
0.000	0.000	81.766	0.167
0.000	0.000	81.789	0.167
0.000	0.000	81.815	0.162
0.000	0.000	81.836	0.167
0.000	0.000	81.857	0.167
0.000	0.000	81.881	0.167
0.000	0.000	81.896	0.167
0.000	0.000	81.910	0.162
0.000	0.000	81.926	0.162
0.000	0.000	81.943	0.162
0.000	0.000	81.959	0.162
0.000	0.000	81.986	0.157
0.000	0.000	82.001	0.157
0.000	0.000	82.029	0.157
0.000	0.000	82.048	0.157
0.000	0.000	82.083	0.157
0.000	0.000	82.100	0.152
0.000	0.000	82.124	0.157
0.000	0.000	82.150	0.152
0.000	0.000	82.175	0.157
0.000	0.000	82.194	0.152
0.000	0.000	82.223	0.147
0.000	0.000	82.240	0.157
0.000	0.000	82.271	0.152
0.000	0.000	82.288	0.152
0.000	0.000	82.322	0.152
0.000	0.000	82.340	0.147
0.000	0.000	82.365	0.142
0.000	0.000	82.384	0.147
0.000	0.000	82.415	0.147
0.000	0.000	82.434	0.142
0.000	0.000	82.461	0.152
0.000	0.000	82.486	0.147
0.000	0.000	82.512	0.147
0.000	0.000	82.529	0.147
0.000	0.000	82.558	0.147
0.000	0.000	82.581	0.147
0.000	0.000	82.605	0.147
0.000	0.000	82.625	0.147
0.000	0.000	82.654	0.147
0.000	0.000	82.671	0.142
0.000	0.000	82.702	0.152
0.000	0.000	82.719	0.147
0.000	0.000	82.747	0.147
0.000	0.000	82.776	0.142
0.000	0.000	82.794	0.142
0.000	0.000	82.813	0.147
0.000	0.000	82.835	0.142
0.000	0.000	82.855	0.142
0.000	0.000	82.871	0.142
0.000	0.000	82.886	0.142
0.000	0.000	82.904	0.137
0.000	0.000	82.914	0.142
0.000	0.000	82.930	0.142
0.000	0.000	82.950	0.142
0.000	0.000	82.964	0.142
0.000	0.000	82.980	0.142
0.000	0.000	82.996	0.137
0.000	0.000	83.013	0.142
0.000	0.000	83.030	0.142
0.000	0.000	83.046	0.142
0.000	0.000	83.061	0.137
0.000	0.000	83.076	0.142
0.000	0.000	83.093	0.147
0.000	0.000	83.110	0.142
0.000	0.000	83.128	0.142
0.000	0.000	83.138	0.142
0.000	0.000	83.153	0.142
0.000	0.000	83.171	0.142
0.000	0.000	83.190	0.142
0.000	0.000	83.204	0.142
0.000	0.000	83.220	0.137
0.000	0.000	83.238	0.137
0.000	0.000	83.253	0.137
0.000	0.000	83.269	0.142
0.000	0.000	83.285	0.142
0.000	0.000	83.302	0.137
0.000	0.000	83.317	0.142
0.000	0.000	83.334	0.137
0.000	0.000	83.350	0.137
0.000	0.000	83.375	0.142
0.000	0.000	83.393	0.147
0.000	0.000	83.429	0.142
0.000	0.000	83.439	0.142
0.000	0.000	83.464	0.137
0.000	0.000	83.479	0.142
0.000	0.000	83.505	0.142
0.000	0.000	83.523	0.142
0.000	0.000	83.550	0.147
0.000	0.000	83.575	0.137
0.000	0.000	83.599	0.137
0.000	0.000	83.616	0.142
0.000	0.000	83.658	0.142
0.000	0.000	83.679	0.142
0.000	0.000	83.709	0.142
0.000	0.000	83.732	0.142
0.000	0.000	83.758	0.142
0.000	0.000	83.774	0.142
0.000	0.000	83.794	0.142
0.000	0.000	83.813	0.142
0.000	0.000	83.828	0.142
0.000	0.000	83.845	0.142
0.000	0.000	83.860	0.142
0.000	0.000	83.878	0.142
0.000	0.000	83.893	0.142
0.000	0.000	83.908	0.142
0.000	0.000	83.926	0.142
0.000	0.000	83.941	0.142
0.000	0.000	83.956	0.142
0.000	0.000	83.998	0.137
0.000	0.000	84.017	0.137
0.000	0.000	84.044	0.137
0.000	0.000	84.068	0.137
0.000	0.000	84.098	0.137
0.000	0.000	84.115	0.137
0.000	0.000	84.141	0.137
0.000	0.000	84.163	0.137
0.000	0.000	84.194	0.137
0.000	0.000	84.212	0.142
0.000	0.000	84.236	0.137
0.000	0.000	84.257	0.137
0.000	0.000	84.286	0.142
0.000	0.000	84.306	0.142
0.000	0.000	84.333	0.142
0.000	0.000	84.357	0.137
0.000	0.000	84.380	0.137
0.000	0.000	84.406	0.137
0.000	0.000	84.430	0.142
0.000	0.000	84.448	0.137
0.000	0.000	84.476	0.137
0.000	0.000	84.494	0.137
0.000	0.000	84.521	0.137
0.000	0.000	84.542	0.137
0.000	0.000	84.564	0.137
0.000	0.000	84.581	0.142
0.000	0.000	84.595	0.142
0.000	0.000	84.613	0.137
0.000	0.000	84.630	0.142
0.000	0.000	84.645	0.142
0.000	0.000	84.660	0.137
0.000	0.000	84.676	0.142
0.000	0.000	84.692	0.142
0.000	0.000	84.709	0.137
0.000	0.000	84.724	0.137
0.000	0.000	84.741	0.137
0.000	0.000	84.758	0.137
0.000	0.000	84.777	0.137
0.000	0.000	84.797	0.142
0.000	0.000	84.814	0.142
0.000	0.000	84.838	0.142
0.000	0.000	84.866	0.142
0.000	0.000	84.883	0.137
0.000	0.000	84.908	0.137
0.000	0.000	84.926	0.137
0.000	0.000	84.956	0.137
0.000	0.000	84.973	0.142
0.000	0.000	85.007	0.137
0.000	0.000	85.026	0.137
0.000	0.000	85.055	0.137
0.000	0.000	85.073	0.147
0.000	0.000	85.103	0.137
0.000	0.000	85.121	0.137
0.000	0.000	85.147	0.137
0.000	0.000	85.172	0.137
0.000	0.000	85.202	0.137
0.000	0.000	85.220	0.137
0.000	0.000	85.245	0.137
0.000	0.000	85.262	0.137
0.000	0.000	85.286	0.137
0.000	0.000	85.311	0.142
0.000	0.000	85.340	0.137
0.000	0.000	85.361	0.142
0.000	0.000	85.388	0.142
0.000	0.000	85.413	0.137
0.000	0.000	85.437	0.137
0.000	0.000	85.462	0.137
0.000	0.000	85.486	0.137
0.000	0.000	85.502	0.137
0.000	0.000	85.525	0.137
0.000	0.000	85.549	0.137
0.000	0.000	85.566	0.137
0.000	0.000	85.593	0.137
0.000	0.000	85.618	0.137
0.000	0.000	85.656	0.137
0.000	0.000	85.661	0.142
0.000	0.000	85.688	0.132
0.000	0.000	85.710	0.137
0.000	0.000	85.749	0.142
0.000	0.000	85.757	0.137
0.000	0.000	85.781	0.142
0.000	0.000	85.798	0.142
0.000	0.000	85.816	0.137
0.000	0.000	85.840	0.137
0.000	0.000	85.865	0.137
0.000	0.000	85.896	0.137
0.000	0.000	85.914	0.142
0.000	0.000	85.938	0.137
0.000	0.000	85.979	0.137
0.000	0.000	86.001	0.142
0.000	0.000	86.028	0.137
0.000	0.000	86.054	0.137
0.000	0.000	86.082	0.132
0.000	0.000	86.099	0.137
0.000	0.000	86.125	0.137
0.000	0.000	86.144	0.142
0.000	0.000	86.167	0.137
0.000	0.000	86.194	0.137
0.000	0.000	86.223	0.137
0.000	0.000	86.240	0.137
0.000	0.000	86.269	0.137
0.000	0.000	86.286	0.142
0.000	0.000	86.309	0.142
0.000	0.000	86.334	0.142
0.000	0.000	86.348	0.137
0.000	0.000	86.374	0.137
0.000	0.000	86.400	0.142
0.000	0.000	86.419	0.142
0.000	0.000	86.444	0.142
0.000	0.000	86.467	0.142
0.000	0.000	86.493	0.142
0.000	0.000	86.516	0.147
0.000	0.000	86.553	0.142
0.000	0.000	86.574	0.142
0.000	0.000	86.604	0.142
0.000	0.000	86.623	0.142
0.000	0.000	86.663	0.142
0.000	0.000	86.668	0.142
0.000	0.000	86.686	0.142
0.000	0.000	86.707	0.142
0.000	0.000	86.722	0.142
0.000	0.000	86.738	0.142
0.000	0.000	86.756	0.137
0.000	0.000	86.771	0.142
0.000	0.000	86.788	0.142
0.000	0.000	86.803	0.142
0.000	0.000	86.824	0.142
0.000	0.000	86.838	0.142
0.000	0.000	86.863	0.137
0.000	0.000	86.893	0.142
0.000	0.000	86.910	0.147
0.000	0.000	86.940	0.147
0.000	0.000	86.958	0.147
0.000	0.000	87.000	0.147
0.000	0.000	87.021	0.142
0.000	0.000	87.052	0.147
0.000	0.000	87.070	0.147
0.000	0.000	87.097	0.137
0.000	0.000	87.127	0.142
0.000	0.000	87.139	0.137
0.000	0.000	87.164	0.142
0.000	0.000	87.192	0.142
0.000	0.000	87.221	0.147
0.000	0.000	87.239	0.142
0.000	0.000	87.263	0.142
0.000	0.000	87.281	0.147
0.000	0.000	87.321	0.147
0.000	0.000	87.340	0.147
0.000	0.000	87.361	0.142
0.000	0.000	87.380	0.142
0.000	0.000	87.395	0.142
0.000	0.000	87.412	0.147
0.000	0.000	87.429	0.142
0.000	0.000	87.444	0.147
0.000	0.000	87.459	0.142
0.000	0.000	87.480	0.142
0.000	0.000	87.489	0.142
0.000	0.000	87.513	0.147
0.000	0.000	87.532	0.147
0.000	0.000	87.563	0.142
0.000	0.000	87.581	0.147
0.000	0.000	87.613	0.147
0.000	0.000	87.633	0.147
0.000	0.000	87.663	0.147
0.000	0.000	87.680	0.147
0.000	0.000	87.705	0.147
0.000	0.000	87.729	0.147
0.000	0.000	87.761	0.147
0.000	0.000	87.778	0.142
0.000	0.000	87.801	0.147
0.000	0.000	87.828	0.147
0.000	0.000	87.851	0.142
0.000	0.000	87.869	0.142
0.000	0.000	87.892	0.147
0.000	0.000	87.903	0.142
0.000	0.000	87.922	0.147
0.000	0.000	87.941	0.147
0.000	0.000	87.956	0.142
0.000	0.000	87.971	0.142
0.000	0.000	87.993	0.142
0.000	0.000	88.011	0.142
0.000	0.000	88.034	0.142
0.000	0.000	88.053	0.147
0.000	0.000	88.068	0.147
0.000	0.000	88.084	0.147
0.000	0.000	88.098	0.142
0.000	0.000	88.122	0.147
0.000	0.000	88.147	0.147
0.000	0.000	88.174	0.147
0.000	0.000	88.191	0.147
0.000	0.000	88.220	0.147
0.000	0.000	88.236	0.147
0.000	0.000	88.260	0.147
0.000	0.000	88.285	0.142
0.000	0.000	88.311	0.142
0.000	0.000	88.318	0.147
